,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
733,Siobhan,United Kingdom,Executive Suite,1 night ·  January 2019,Couple,Reviewed: 23 January 2019,Not as great as our last few stays unfortunately!,"I regret having to write this review as I'm usually writing the most amazing reviews about Novotel Canary Wharf. However, our stay this time was quite disappointing to say the least. My partner (Joshim Uddin) booked an Executive Suite for my birthday as this is one of our favorite hotels. The night of our stay we went up to Bokan to get a drink as it was my birthday, I got told the bar shuts at midnight so we went up at 11PM to give us enough time to sit and have one drink. We got approached by a security guard lady (unsure of her name but can give description) She stated to us that the bar was closed, we advised we're staying at the hotel and just come up for one drink as we got told it closed at midnight. She then went over to speak to a lady who then allowed us to buy one drink. However, this whole time we felt very uncomfortable and un-welcomed by the staff / security standing around and staring so we went up to the rooftop, we then got approached by another girl who told us the bar is now closed, we stated we know and we already have our drink. However, she just stood a few feet away from us waiting for us to leave, so in the end we just took our drinks back to our room! This had ruined our night completely and we were and still are angry at how we got treated! We were very gutted as we were debating on staying an extra night with you guys but after the first night we just knew it wouldn't make us happy. The day of check out, we left our luggage at the hotel and came back to get them around 9PM, we decided to relax in the members lounge area for an hour before we headed home, once again I got approached by a security guard this time a male. He came over and said ""are you a member?"" I said ""yes I'm a member of the accor hotels"" he then replied ""are you staying at the hotel tonight"" I stated that we checked out that morning and we're getting our luggage, we were just relaxing before we head home.","Following on from the top paragraph box - In which he was very rude and commented back ""so you aren't staying in the hotel tonight"" I had already told him no! I was shocked and quite frankly embarrassed the way we were treated by two security guards and a few members of staff! Absolutely shocking!! We first came to this hotel when it was brand new and just opened, it was amazing but now it seems like you have employed the most arrogant security guards who do not care about the guests! In which case is very bad as this will stop a lot of your loyal guests from coming back! I am also extremely angry as when we got our suitcase back the handle had broken, this wasn't the case when we handed it in to be stored safely for the day? (I'm happy to send pictures) The only thing we could think of is if someone had forced the suitcase handle down causing it to break, not realizing you need to hold a button in for it to go down? I understand this is awkward however surely if you're looking after guests luggage the staff would be more careful and not force or break the luggage! This wasn't exactly a cheap suitcase so my partner and I are more than just a little angry in regards to this situation. I am very sad that I have had to write this sort of review as I was expecting to write a brilliant one as always. All in all the Executive Suite was very beautiful, well laid out and spotless. Our room was amazing which made our stay just that little bit better. I would like to thank the staff that sorted out our room, and also gave us the little treats and birthday card it was a lovely gesture. I just cannot put into anymore words how extremely disappointed and upset we are in regards to the issues caused.",8.3
734,Corrina,United Kingdom,Superior Twin Room,1 night ·  January 2019,Family,Reviewed: 21 January 2019,"Excellent stay, will be back again!","My son and I stayed for his 9th birthday. We received a warm welcome at reception, a card in our room, complimentary popcorn, tea, coffee etc. Staff were friendly and helpful. Excellent view from the 19th floor. Pool was clean and warm. Wide selection at breakfast. Location was good, short walk to Canary Whaft.",My husband was joining us for breakfast but decided against it as an additional breakfast was at a cost of £25.00. Far too expensive. Anyone would struggle to consume £25.00 worth of breakfast.,10
735,Lucy,United Kingdom,Superior Double Room,1 night ·  January 2019,Couple,Reviewed: 21 January 2019,Exceptional,It was lovely and clean! Very nice room with a lovely view! Perfect for going to an event at the O2 just around the corner! Lovely pool and sauna facilities,Not Available,10
736,Viorica,United Kingdom,Superior Double Room,1 night ·  December 2018,Couple,Reviewed: 21 January 2019,Very good,Wonderful view! Amazing bathroom and comfortable beds,"the bathrobe is missing, the room was a bit small.",8.3
737,Luka,Croatia,Superior Double Room,8 nights ·  January 2019,Couple,Reviewed: 21 January 2019,Exceptional,"The staff, especially the manager, is very understanding and ready to help resolve any kind of issue.",Not Available,10
738,Dean,United Kingdom,Executive Suite,1 night ·  January 2019,Couple,Reviewed: 20 January 2019,Very good. Generally happy.,Complimentary mini bar was not advertised as subject to additional charges and was limited in selection.,Not Available,8.8
739,Margaret,Australia,Superior Double Room,2 nights ·  December 2018,Solo traveller,Reviewed: 20 January 2019,"Lovely relaxing time, wonderful Xmas lunch",I thought it was a great friendly place to stay. I was very happy with everything,No bath,7.5
740,Laura,United Kingdom,Superior Double Room,2 nights ·  January 2019,Couple,Reviewed: 20 January 2019,Exceptional,Great location. Friendly and helpful staff.,Not Available,10
741,Clare,United Kingdom,Superior Double Room,2 nights ·  January 2019,Couple,Reviewed: 20 January 2019,"Great views, short walk to Canary Wharf tune station, loved Bokan bar on the top floor",Asked for a quiet room & a room with a view - both of which were provided with no extra fee. We had a lovely view of some of the main sites in London. Bokan bar is lovely with some tasty cocktails. Pool / sauna / gym area clean & quiet (we went around 3pm on a Saturday afternoon). Reception staff very friendly and nothing you ask seems too much. Thank you for a wonderful stay.,Not Available,9.6
742,Tim,United Kingdom,Superior Double Room,1 night ·  January 2019,Solo traveller,Reviewed: 19 January 2019,Exceptional,Great location and view. Would use it again!,Nothing,9.6
743,Edgars,Latvia,Superior Twin Room,1 night ·  January 2019,Couple,Reviewed: 18 January 2019,wonderfull,Great view！Good placement if you attend O2arena.,nothing,10
744,Raees,Botswana,Superior Double Room,9 nights ·  January 2019,Couple,Reviewed: 18 January 2019,Exceptional,"I've stayed at the Novotel London Canary Wharf twice before and it's always a great stay. I love the feel of the hotel, the staff are always super friendly, smiling and helpful.",Not Available,9.6
745,Cynthia,Thailand,Superior Twin Room,1 night ·  December 2018,Group,Reviewed: 17 January 2019,Great Customer Service !,"Well organized , friendly staffs and quick responded.",Not Available,9.6
746,Lggeorge,United Kingdom,Superior Double Room,2 nights ·  January 2019,Couple,Reviewed: 14 January 2019,"Loved it, be back in again soon",A great atmosphere,Not Available,8.8
747,Michelle,United Kingdom,Executive Double Room,2 nights ·  January 2019,Couple,Reviewed: 14 January 2019,Very pleasant no complaints.,Great breakfast plenty of choice lovely staff.,Not Available,10
748,Gabija,United Kingdom,Superior Double Room,1 night ·  January 2019,Couple,Reviewed: 13 January 2019,"That was a very nice stay! Can't tell anything bad about the stay, it was lovely!",Bed is really comfy and the view!,Not Available,10
749,Karen,United Kingdom,Superior Double Room,3 nights ·  December 2018,Couple,Reviewed: 13 January 2019,Great modern hotel with sensational views,"Beautiful views from the upper floors, lovely modern rooms, free minibar in executive rooms, 5 min walk from tube station, great breakfast.","Bar prices a bit high, but probably to be expected in central London.",9.6
750,Anne,United Kingdom,Superior Double Room,1 night ·  January 2019,Couple,Reviewed: 12 January 2019,Absolutely amazing,Absolutely incredible thank you so much for your hospitality for our anniversary this place has breathtaking views we will visit again!,The beds could be softer they have mattress toppers but it still seems very hard,10
751,Shirley,United Kingdom,Superior Double Room,1 night ·  December 2018,Solo traveller,Reviewed: 11 January 2019,fabulous evening with stunning view over river,"as usual this hotel is fabulous, very comfortable beds, superb toiletries, lovely outlook",nothing,10
752,Lei,China,Superior Twin Room,2 nights ·  January 2019,Group,Reviewed: 10 January 2019,Good,Everything is fine.,Not Available,7.9
753,Sav,United Kingdom,Superior Double Room,1 night ·  January 2019,Couple,Reviewed: 10 January 2019,Our stay was wonderful!,"The view was breathtaking, our room was perfect it made our anniversary and birthday so special, I would definitely book it again, not only because of the hotel but the staff were helpful and so kind, the pricing was amazing, it was really perfect.",There was nothing that we didn’t like we were very pleased with that what we received.,10
754,Ricardo,United Kingdom,Executive Double Room,1 night ·  January 2019,Couple,Reviewed: 10 January 2019,Superb,"The view from my room over London was amazing bed was super comfy and the room had lots of perks like the bose speaker, huge tv, stunning view!",Not Available,9.2
755,Antiopi,United Kingdom,Superior Twin Room,1 night ·  January 2019,Group,Reviewed: 9 January 2019,Exceptional,The location of the hotel is great as it is very closed to the tube. The facilities are amazing and the staff is very friendly and helpful. The room was very good and we had breakfast with a beautiful view.,Breakfast could be a bit better with more choices.,10
756,Aaron,Guernsey,Superior Double Room,2 nights ·  January 2019,Couple,Reviewed: 7 January 2019,Exceptional,The rooms and views are stunning,Not Available,10
757,Tom,United Kingdom,Superior Double Room,1 night ·  January 2019,Couple,Reviewed: 7 January 2019,Exceptional,View was gorgeous,Couldn’t get Netflix on TV,9.6
758,Jess,United Kingdom,Superior Double Room,2 nights ·  January 2019,Couple,Reviewed: 6 January 2019,Highly recommend,"Views, room, staff and breakfast were incredible. Staff were really helpful and the late check out time was much appreciated.
A lovely stay all in all.","Weren't given robes in our room which was a little disappointing. We asked for some and were told they weren't included in our room rate, i personally think they should be included in all room rates. Not much seating around the pool but pool, sauna and gym were lovely none the less.",9.2
759,Calum,United Kingdom,Superior Double Room,1 night ·  January 2019,Couple,Reviewed: 6 January 2019,Brilliant hotel with great views of London.,The views from both the room and the restaurant were exceptional. Great value for money with easy transport routes into central London!,Not Available,10
760,Kirsten,United Kingdom,Superior Double Room,2 nights ·  January 2019,Couple,Reviewed: 5 January 2019,Beautiful hotel with fantastic views of the city.,The bedroom is lovely and modern with floor to roof windows which had a fantastic view (request a high floor room). The room was cleaned each day and restocked with toiletries etc. The hotel itself is very modern and the staff were helpful with anything we asked as it was our first time visiting London. Perfect place to stay for a city break as close enough to city but far enough away from the main tourist areas which makes it a bit cheaper overall.,The hotel is slightly further away from subway station than we expected more like a 10-15 min walk and it did take around 10 mins to get into most of the main tourist attractions. The hotel is situated in a business area so may need to travel a wee bit to find busy restaurants and bars but that's part of the fun of being in a new city!,9.6
